,dec_0_self_dot_ratio_norm,dec_1_self_dot_ratio_norm,dec_2_self_dot_ratio_norm,dec_3_self_dot_ratio_norm,dec_4_self_dot_ratio_norm,dec_5_self_dot_ratio_norm,dec_6_self_dot_ratio_norm,dec_7_self_dot_ratio_norm
24841,0.0014150942,0.001415143,0.0014149911,0.0014150128,0.0014151409,0.0014151399,0.0014151417,0.0014151027
24842,0.001405693,0.0014056527,0.0014055902,0.0014058336,0.0014056892,0.0014056807,0.0014056534,0.0014055988
24843,0.0014375863,0.0014375917,0.00143764,0.001437693,0.0014374618,0.0014376114,0.0014374561,0.0014376122
24844,0.0014201453,0.0014201223,0.0014200363,0.0014199988,0.0014202878,0.0014201961,0.0014201562,0.0014202322
24845,0.0014161501,0.0014161674,0.001416227,0.0014161764,0.0014163486,0.0014162799,0.0014161693,0.0014163352
24846,0.0014060002,0.0014059994,0.001406066,0.0014060772,0.0014058718,0.0014060069,0.0014061399,0.0014060002
24847,0.0014112808,0.0014113233,0.0014111953,0.0014111589,0.0014113445,0.0014112431,0.0014111571,0.0014112634
24848,0.0014218688,0.0014219846,0.0014219256,0.0014219374,0.0014217586,0.0014218882,0.0014218838,0.0014219091
24849,0.0014167,0.0014167284,0.0014167486,0.0014166378,0.0014166207,0.0014166619,0.00141662,0.0014166905
24850,0.0014143126,0.0014142416,0.0014143124,0.0014142438,0.0014142464,0.0014141911,0.0014143282,0.001414147
24851,0.0014224143,0.001422358,0.0014224212,0.0014223664,0.0014224264,0.0014223312,0.001422296,0.0014224465
24852,0.0014222838,0.0014223617,0.0014223137,0.0014223427,0.0014223605,0.001422374,0.0014223924,0.0014225463
24853,0.0014168229,0.0014169079,0.001416862,0.0014166919,0.0014167593,0.0014167246,0.0014167195,0.0014167186
24854,0.0014148164,0.0014150018,0.0014149868,0.0014149789,0.0014150344,0.0014149733,0.0014151233,0.0014151257
24855,0.001408364,0.0014082426,0.0014083728,0.0014082432,0.0014083626,0.0014083345,0.0014082437,0.001408332
