,dec_0_norm,dec_1_norm,dec_2_norm,dec_3_norm,dec_4_norm,dec_5_norm,dec_6_norm,dec_7_norm
183,0.95930064,0.95924896,0.9591869,0.9591797,0.95916885,0.9591946,0.9591509,0.9591295
184,0.89754176,0.8976769,0.89775884,0.8973699,0.89730763,0.89722884,0.8973856,0.8971245
185,0.77663326,0.77653354,0.7764022,0.7763285,0.77626693,0.77620006,0.77618665,0.77615243
186,0.88008624,0.88007647,0.88013875,0.8799524,0.8798074,0.87992823,0.8800293,0.88006586
187,0.98255575,0.98254484,0.98253524,0.9825148,0.98252344,0.982533,0.9825203,0.98251635
188,0.78203356,0.7819468,0.78178173,0.7816376,0.7816384,0.7816235,0.78158396,0.7816142
189,0.8514836,0.85128117,0.8513839,0.8515385,0.85126215,0.8511047,0.8513762,0.8510836
190,0.7752363,0.775082,0.7749615,0.7748482,0.77476585,0.7747121,0.77468735,0.77468634
191,0.8953993,0.89522487,0.8951789,0.89509445,0.89498675,0.8949907,0.8949576,0.8949519
192,0.9549659,0.9549998,0.95498604,0.95493233,0.9549275,0.9548451,0.9549289,0.9548477
193,0.9122972,0.9120926,0.9121506,0.9119077,0.9119299,0.91189414,0.9118501,0.9118218
194,0.88590384,0.8858513,0.8858906,0.8856981,0.88563395,0.8856681,0.885425,0.88555485
195,0.97653025,0.97652835,0.9765287,0.97652584,0.9765237,0.9765251,0.9765294,0.9765296
196,0.8499836,0.84976184,0.8497558,0.84939843,0.84942824,0.84928095,0.8494502,0.8491682
197,0.9139815,0.9140232,0.91404194,0.9138023,0.9137924,0.91383016,0.9138017,0.9137345
198,0.82116073,0.82069594,0.8211154,0.82064897,0.82070476,0.8206144,0.8205881,0.820524
199,0.96991265,0.96991134,0.96989864,0.9698935,0.9698965,0.96989477,0.96988857,0.9698908
200,0.894852,0.8948862,0.8948495,0.89451295,0.8944351,0.8945769,0.8946459,0.8945515
201,0.80551267,0.80532295,0.8049711,0.8048335,0.80477285,0.8046863,0.80471563,0.80471396
202,0.96099126,0.9610064,0.96097314,0.96092474,0.9609178,0.96091795,0.9608758,0.96088356
