feature_id,llama32-3B-Instruct_ckpt_0_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_120_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_240_contrib_mean_scaled_with_decoder_norm,llama32-3B-Instruct_ckpt_360_contrib_mean_scaled_with_decoder_norm
72467,0.024130648002,0.017644280568,0.016069015488,0.016260955483
72468,0.006273125298,0.002676208736,0.001803001971,0.001773551106
72469,0.036806631833,0.034124404192,0.033906940371,0.033741038293
72470,0.024089552462,0.022198544815,0.022985715419,0.022667834535
72471,0.021846493706,0.020043585449,0.020652931184,0.021301472560
72472,0.026044169441,0.022825352848,0.022996203974,0.021880466491
72473,0.022740764543,0.019761500880,0.018493825570,0.019335001707
72474,0.019783433527,0.015266635455,0.013839025982,0.012325340882
72475,0.002262324328,0.000774902350,0.000236654858,0.000541506161
72476,0.028784260154,0.023744983599,0.022907853127,0.023784693331
72477,0.031630538404,0.028713032603,0.028422314674,0.027646530420
72478,0.021663932130,0.019962623715,0.021354943514,0.021518060938
72479,0.001231800416,0.000325810834,0.000670392183,0.000428080733
72480,0.023628862575,0.021649170667,0.021995013580,0.022086130455
72481,0.027859766036,0.025210851803,0.024667710066,0.024788362905
72482,0.004136869684,0.000193172193,0.000109477573,0.000819054665
72483,0.029068876058,0.025636788458,0.025503458455,0.025273783132
72484,0.026773659512,0.024854257703,0.025500077754,0.025255601853
72485,0.004947259557,0.001066279714,0.001251696260,0.000912612537
72486,0.022603791207,0.020587176085,0.020795591176,0.020357606933
72487,0.020096193999,0.014017578214,0.012186236680,0.011428635567
72488,0.025192098692,0.022323979065,0.022593162954,0.021806966513
72489,0.000736266898,0.000646377855,0.000204393771,0.000216445114
72490,0.011582203209,0.002959369915,0.002160188975,0.001065498334
72491,0.025564320385,0.022912150249,0.022960931063,0.023328296840
72492,0.026720756665,0.023748176172,0.022533429787,0.022975126281
72493,0.031140560284,0.028302051127,0.028887521476,0.028520619497
72494,0.005381720141,0.002181271557,0.003084563883,0.002466779668
72495,0.031081765890,0.027994690463,0.027623064816,0.027579460293
72496,0.009305636398,0.003348536557,0.002621404594,0.001812258502
72497,0.030058976263,0.023271175101,0.021210744977,0.018611611798
72498,0.020111454651,0.015396556817,0.013887073845,0.013487275690
72499,0.026567697525,0.023701621220,0.023479893804,0.023081095889
72500,0.025910090655,0.023816816509,0.023726394400,0.024222897366
72501,0.029263071716,0.026392543688,0.025326998904,0.025498697534
72502,0.022030344233,0.020322576165,0.019116424024,0.020573535934
72503,0.021568717435,0.017249556258,0.016277898103,0.016007266939
72504,0.028172124177,0.024379864335,0.025393987074,0.024619443342
72505,0.026006482542,0.022332131863,0.021805439144,0.021905312315
72506,0.025008009747,0.019465973601,0.017676915973,0.017810568213
72507,0.028329761699,0.024998582900,0.023803817108,0.024634191766
