feature_id,llama32-3B-Instruct_ckpt_0_contrib_mean,llama32-3B-Instruct_ckpt_120_contrib_mean,llama32-3B-Instruct_ckpt_240_contrib_mean,llama32-3B-Instruct_ckpt_360_contrib_mean
68,0.081325195730,0.071769997478,0.067978769541,0.067466273904
69,0.113777332008,0.100076489151,0.096362963319,0.095674552023
70,0.033140029758,0.019307559356,0.020110446960,0.018225688487
71,0.101855151355,0.090108007193,0.085175469518,0.076075859368
72,0.065694786608,0.056475810707,0.057032346725,0.052754301578
73,0.072607994080,0.062240757048,0.065016582608,0.063689380884
74,0.149840131402,0.139149546623,0.150820493698,0.150754868984
75,0.082784891129,0.073939613998,0.073744796216,0.072814449668
76,0.123026743531,0.106337025762,0.101077549160,0.103508502245
77,0.020175682381,0.006539603695,0.003644013079,0.004251868930
78,0.087496481836,0.072691969573,0.076267875731,0.075524322689
79,0.102635361254,0.096769794822,0.103309497237,0.107307292521
80,0.044227156788,0.031272169203,0.030875485390,0.027951348573
81,0.085702501237,0.073234751821,0.072201251984,0.072807848454
82,0.161450549960,0.149248436093,0.153396368027,0.153943628073
83,0.115303620696,0.104709327221,0.105244897306,0.109905965626
84,0.000098928474,0.000058735332,0.000025950703,0.000092979302
85,0.023380177096,0.008471818641,0.005821911618,0.005428726785
86,0.016917323694,0.001572499634,0.001378309331,0.001763353357
87,0.007598162163,0.001208598609,0.001547836117,0.000599915395
88,0.131740331650,0.119888111949,0.118745163083,0.119177006185
89,0.110273920000,0.099500328302,0.100919619203,0.103047460318
90,0.094115942717,0.086066402495,0.084862343967,0.086248628795
91,0.068147778511,0.054086010903,0.054139394313,0.049996010959
92,0.087445124984,0.074125230312,0.073783621192,0.074962265790
93,0.058007229120,0.048778105527,0.046059850603,0.044792953879
94,0.023660700768,0.011584927328,0.010159190744,0.009744204581
95,0.011344169267,0.003259601071,0.002638590988,0.002707186621
96,0.084209665656,0.077020913363,0.077876254916,0.071273587644
97,0.092879317701,0.075148582458,0.068917728961,0.074327692389
98,0.010274883360,0.003650733270,0.000323867745,0.001456651255
99,0.015474079177,0.003419395769,0.001623514690,0.002317660488
100,0.001565200277,0.000032143776,0.000792721868,0.000310192030
101,0.116328738630,0.107715912163,0.107820600271,0.113130994141
102,0.007998432033,0.000136989969,0.000272562931,0.001525960397
103,0.088611051440,0.078943863511,0.080340430140,0.077078342438
104,0.065800644457,0.056882899255,0.057862397283,0.060116745532
105,0.038454189897,0.018961783499,0.016663732007,0.015181189403
