,dec_1_drift_from_origin,dec_2_drift_from_origin,dec_3_drift_from_origin,dec_4_drift_from_origin,dec_5_drift_from_origin,dec_6_drift_from_origin,dec_7_drift_from_origin
5913,0.9778924,0.97759545,0.9789829,0.9786184,0.9792554,0.9890773,0.97655684
5914,0.96746385,0.9673721,0.96680003,0.96142954,0.9511906,0.9427348,0.9370953
5915,0.97416955,0.97420317,0.97395813,0.97349024,0.97584385,0.9890502,0.98554784
5916,0.8307217,0.831047,0.8305254,0.83061075,0.836095,0.8449472,0.8447587
5917,0.9534569,0.95290023,0.95193505,0.947444,0.9488039,0.95849335,0.9439712
5918,0.8649943,0.86493224,0.86471075,0.8605464,0.85972077,0.8473963,0.8607032
5919,0.964526,0.96505964,0.96451104,0.96403897,0.957254,0.9486791,0.9420089
5920,0.9533775,0.9533544,0.95382476,0.9568473,0.9597419,0.9701016,0.96207166
5921,0.9614888,0.9618733,0.9624102,0.96506,0.9702497,0.95951855,0.95957404
5922,0.95318806,0.9529971,0.95331645,0.9550928,0.95090777,0.94470567,0.9526164
5923,0.932971,0.93288505,0.93332857,0.9360047,0.9416034,0.93882686,0.9303818
5924,0.9399121,0.9398734,0.9398213,0.9411089,0.94998324,0.9631482,0.96707916
5925,0.9074792,0.9072231,0.90673655,0.90316695,0.90460646,0.9081169,0.92820656
5926,0.9745648,0.9753585,0.9740891,0.9771031,0.97349036,0.97222924,0.9592551
5927,0.9146608,0.9146439,0.91433024,0.9129913,0.91193414,0.9187541,0.9284573
5928,0.9700944,0.9695817,0.97027355,0.96676755,0.9558924,0.941207,0.93548125
5929,0.94791335,0.9480143,0.9484786,0.9513812,0.95243555,0.94856596,0.9453109
5930,0.98076177,0.980401,0.98056495,0.9785552,0.973091,0.9722337,0.9705525
5931,0.95656604,0.9569886,0.95591325,0.9526962,0.9509491,0.939258,0.9444367
5932,0.95169187,0.95141155,0.9508808,0.94965094,0.9446355,0.94942904,0.940036
5933,0.976638,0.976857,0.9769553,0.98099744,0.98534375,0.9847199,0.9704951
5934,0.958664,0.958079,0.9576816,0.95624214,0.96403956,0.9579793,0.95655584
5935,0.9552244,0.95538664,0.9544053,0.95675623,0.96601343,0.9730785,0.9775219
5936,0.95939773,0.9588922,0.9592888,0.9582476,0.9529945,0.9525486,0.95202893
5937,0.9508218,0.950545,0.95024157,0.9501305,0.95418775,0.95980406,0.96302503
5938,0.98814243,0.9887973,0.9891894,0.9956276,0.9973572,1.0059309,0.9975063
5939,0.94812435,0.947808,0.9477208,0.9500215,0.955897,0.95864195,0.9477474
5940,0.9663914,0.96653634,0.96695274,0.9655575,0.96665436,0.96118665,0.96007323
5941,0.9451169,0.94520867,0.94465214,0.9480337,0.95247835,0.9545734,0.94803596
5942,0.98927796,0.988824,0.9896118,0.9886216,0.9886631,0.98515624,0.9841549
5943,0.93622684,0.93617207,0.93718004,0.94267017,0.9522517,0.9554767,0.9515159
5944,0.9286639,0.9284715,0.92841583,0.92389685,0.92111367,0.93039453,0.9302753
5945,1.0076654,1.0075548,1.0072483,1.0040592,1.0038266,1.0074089,1.000818
5946,0.9452397,0.94558346,0.94581246,0.950928,0.95966274,0.95833266,0.9553663
5947,0.94573224,0.9460463,0.94596106,0.9497389,0.9544913,0.9594322,0.95101565
5948,0.9600043,0.9594705,0.9599174,0.96074736,0.9616507,0.9641678,0.9527725
5949,0.94196886,0.94197524,0.9415701,0.94091564,0.9450746,0.94539934,0.9490366
5950,0.95614845,0.9565422,0.9561327,0.95735097,0.96551377,0.9710579,0.9669269
5951,0.95878243,0.95956546,0.9598378,0.96403676,0.97137064,0.9707178,0.9602743
5952,0.9547357,0.9550288,0.95637286,0.9616288,0.966364,0.9724559,0.9624866
5953,0.98219705,0.9829951,0.9835677,0.9862537,0.984735,0.974864,0.9771264
5954,0.9691149,0.9690579,0.9701773,0.97496986,0.9781653,0.9776605,0.96616894
5955,0.9618872,0.9622672,0.9616287,0.96194255,0.96486276,0.9656529,0.9561539
5956,0.94988,0.9508101,0.95114577,0.9508698,0.9532179,0.9537442,0.94094586
5957,0.99993575,0.99946666,0.99929684,0.9959209,0.9946486,0.9849282,0.97119516
5958,0.9693035,0.969586,0.96925396,0.9672413,0.95801437,0.95434624,0.9665339
5959,0.9370047,0.9364672,0.93687916,0.938365,0.937258,0.9429989,0.9438552
5960,0.9682071,0.9681019,0.96820647,0.967494,0.97045326,0.9721223,0.9674666
5961,0.9307195,0.931574,0.9302913,0.9286394,0.9323296,0.9355079,0.92027456
5962,0.94672304,0.94647974,0.9467499,0.9466549,0.943689,0.9528456,0.94916105
5963,0.95135725,0.95133966,0.95140916,0.9521084,0.94995284,0.9505923,0.93565977
5964,0.9530543,0.9530893,0.95295703,0.953423,0.95400554,0.9573672,0.9551804
5965,0.9727051,0.97267866,0.97184396,0.97004175,0.9785028,0.9868864,0.97714186
5966,0.97083807,0.97058296,0.97104686,0.9711428,0.9733981,0.9727112,0.96594316
5967,0.96333593,0.96321994,0.9640967,0.9652217,0.9723048,0.97989136,0.9766986
5968,0.9465378,0.94739866,0.9481819,0.9504011,0.9522377,0.94852686,0.94894516
5969,0.9890191,0.98860896,0.9887986,0.98981273,0.99997944,1.0097764,1.00272
5970,0.9433244,0.9424143,0.94233316,0.94310087,0.9452125,0.942806,0.935071
5971,0.95357025,0.95393836,0.9537512,0.9579307,0.95616573,0.94967777,0.94664013
5972,0.9490222,0.94861287,0.9489842,0.95356834,0.95675427,0.948799,0.9450551
5973,0.96061903,0.96066344,0.9603639,0.9634035,0.9770187,0.9772201,0.96862507
5974,1.0054035,1.0052779,1.0043601,1.0011297,0.99902576,0.9963603,0.98794085
5975,0.9586396,0.9583061,0.95848125,0.95942676,0.96339226,0.9655596,0.9596457
5976,0.9497155,0.94963616,0.9492348,0.94876736,0.95581436,0.9658255,0.95263934
5977,0.9657375,0.96586823,0.9666513,0.9683979,0.9720578,0.9708942,0.9683802
5978,0.97046757,0.96987504,0.97048265,0.97062296,0.97118986,0.96585834,0.96529657
5979,0.9248471,0.92507386,0.92503107,0.9257048,0.9237275,0.9317698,0.92736715
5980,0.97460604,0.9746612,0.97419727,0.9724012,0.9688984,0.96260786,0.9743913
5981,0.9838032,0.9838676,0.98364156,0.97811264,0.98036283,0.9807664,0.9829096
5982,0.95260966,0.95233977,0.952589,0.95361894,0.9516549,0.9540014,0.95748085
5983,0.94339335,0.94357455,0.94351774,0.94319886,0.94163495,0.9429607,0.9647161
5984,0.9401209,0.940135,0.93985784,0.9402594,0.94840693,0.9482164,0.9505731
5985,0.9773611,0.9780371,0.9774568,0.97615886,0.9755843,0.97815675,0.9701577
5986,0.9828353,0.9824272,0.9834506,0.98207605,0.98728186,1.0025289,0.98389137
5987,0.9686288,0.96875304,0.9682768,0.9679548,0.97603244,0.98193413,0.9694606
5988,0.9669066,0.96688473,0.967018,0.9686287,0.96766055,0.96440464,0.95226645
5989,0.9637408,0.96397793,0.9640424,0.96328497,0.9621166,0.9723416,0.9703304
5990,0.93402773,0.9342348,0.9343973,0.93719155,0.9360697,0.9341407,0.9335897
5991,0.9753437,0.9751696,0.97425437,0.970062,0.97414553,0.97952783,0.97057736
5992,0.9763499,0.9766222,0.97657645,0.981049,0.98620325,0.9864526,0.97741634
5993,0.9425589,0.942501,0.9431867,0.9468977,0.95020914,0.9471686,0.9493773
5994,0.97181547,0.9723185,0.9717835,0.96739143,0.958647,0.9713867,0.98123443
5995,0.96976215,0.969165,0.9695717,0.97251195,0.97647345,0.96895105,0.9724984
5996,0.99495786,0.99501055,0.99461704,0.9943563,0.999829,1.01362,0.99640775
5997,0.96616316,0.9666987,0.9664751,0.9632204,0.958617,0.9700444,0.97060555
5998,0.10947728,0.10946578,0.10938889,0.10930276,0.10999179,0.11088139,0.109268844
5999,0.94858176,0.9488728,0.94830346,0.9453928,0.94469774,0.95068586,0.96948427
6000,0.95439804,0.9556321,0.95461595,0.95537883,0.96167237,0.9601248,0.95353025
6001,0.95968425,0.959215,0.959444,0.9559527,0.9538636,0.9614229,0.9466151
6002,0.8894723,0.889489,0.8890785,0.8859459,0.8825379,0.8906861,0.9014027
6003,1.0139759,1.0141134,1.0148367,1.0182669,1.0226326,1.0198244,1.0203835
6004,0.9658347,0.9654997,0.9654123,0.96610236,0.9697117,0.9698573,0.9671899
6005,0.94400936,0.9440895,0.94384456,0.9400223,0.9359366,0.94472903,0.93779075
6006,0.98136055,0.9806618,0.98149395,0.98150986,0.98087573,0.9783841,0.96883696
6007,0.9439137,0.94410837,0.94503224,0.9491749,0.9549417,0.9540424,0.9459334
6008,1.0106416,1.0105108,1.0104908,1.0091447,1.0091485,1.0180796,1.0061384
6009,0.93512017,0.9351428,0.9350067,0.934395,0.9345151,0.93815315,0.9332535
6010,0.9501679,0.9504624,0.95038706,0.9473141,0.9455686,0.9570654,0.9524785
6011,0.99117225,0.9912283,0.9915061,0.99040383,0.9925285,0.9846742,0.9935836
6012,0.9393544,0.93929446,0.93864536,0.9382173,0.9374629,0.93797106,0.93711895
6013,0.91761386,0.9179591,0.9177911,0.9169129,0.9203976,0.9408032,0.9551162
6014,0.9629785,0.9625732,0.96290684,0.9623857,0.9590527,0.9567852,0.95642745
6015,0.9492028,0.94943494,0.94900006,0.94886166,0.9480776,0.9480834,0.93878496
6016,0.9595794,0.9599032,0.95988923,0.9599963,0.9644171,0.9715473,0.9706918
6017,0.88612723,0.88602805,0.88633156,0.8866281,0.8924371,0.9096188,0.9066199
6018,1.027204,1.0272297,1.0274688,1.0333503,1.0389128,1.0321525,1.0069093
6019,0.9306413,0.93040156,0.9314405,0.9360291,0.938128,0.9402677,0.91967964
