,dec_0_norm,dec_1_norm,dec_2_norm,dec_3_norm,dec_4_norm,dec_5_norm,dec_6_norm,dec_7_norm
27411,0.101092406,0.18712667,0.187328,0.18698184,0.18754667,0.18851753,0.16879052,0.15914562
27412,0.08538012,0.22493811,0.22505412,0.22498684,0.22725591,0.23543344,0.21126637,0.18899532
27413,0.08086709,0.16958408,0.16942075,0.16948299,0.1705913,0.17377302,0.15504557,0.14565824
27414,0.08273002,0.20328686,0.2034048,0.2033406,0.2051519,0.20951958,0.18535319,0.16572537
27415,0.09454905,0.1945926,0.1946962,0.19452085,0.19651006,0.20098482,0.18033059,0.16373773
27416,0.10863245,0.2080213,0.20817839,0.20807524,0.21003282,0.21777584,0.2008258,0.18144517
27417,0.08731233,0.1399757,0.13986643,0.13977055,0.13958654,0.1403228,0.1244988,0.12043098
27418,0.09207894,0.14641652,0.14645499,0.14634004,0.14568157,0.14623971,0.13133956,0.124083646
27419,0.7534437,0.079068415,0.07898187,0.07892336,0.079431705,0.08027642,0.06948,0.07234938
27420,0.09090299,0.27727106,0.27724034,0.2774034,0.28008717,0.28917173,0.2600942,0.22780697
27421,0.1306072,0.2863508,0.2863551,0.28622523,0.28820518,0.29862988,0.28449094,0.25366786
27422,0.10056505,0.21937025,0.2193793,0.21941037,0.22118616,0.22852217,0.21384473,0.19417895
27423,0.11586262,0.21704291,0.21702161,0.21715204,0.21842696,0.22144486,0.19858922,0.18339334
27424,0.09856039,0.173545,0.17367512,0.17365268,0.17385063,0.17575261,0.15858331,0.1534429
27425,0.1177378,0.2408422,0.24068668,0.24089874,0.24285631,0.25087073,0.23851728,0.20942838
27426,0.11209041,0.31448168,0.3142753,0.3142901,0.31595317,0.32564348,0.29859024,0.26538947
27427,0.13182464,0.26648107,0.26649714,0.2665824,0.26931706,0.27805838,0.24973355,0.22062527
27428,0.12029422,0.3019769,0.30205444,0.30202615,0.30504668,0.31482792,0.2893078,0.25167963
27429,0.09329599,0.1476454,0.14768238,0.14769535,0.14831196,0.14985491,0.13915561,0.1310205
27430,0.8156278,0.123210624,0.123273335,0.12306888,0.12264966,0.12145477,0.102786504,0.10791624
27431,0.11479372,0.21915874,0.21921533,0.21904542,0.2197572,0.22243793,0.20340253,0.19243433
27432,0.091604784,0.15866482,0.15867266,0.15865205,0.15956552,0.15979664,0.1397619,0.13129833
27433,0.09266846,0.18643147,0.18639112,0.18640104,0.18754256,0.1922796,0.17472368,0.16079448
27434,0.10110524,0.20023131,0.20025213,0.20005599,0.20232679,0.20784386,0.18575126,0.1738081
27435,0.10376971,0.16946423,0.16944535,0.16965823,0.17165585,0.17292966,0.15488742,0.14982615
27436,0.12205799,0.21658587,0.21677107,0.2167627,0.21806033,0.22118786,0.19933209,0.19050881
27437,0.09735575,0.22102587,0.22108378,0.22113685,0.22303754,0.22707172,0.19910659,0.18146455
27438,0.108313605,0.34324983,0.3433085,0.34314153,0.34465143,0.35788637,0.33220327,0.2960925
27439,0.17029144,0.30423358,0.30429325,0.30447933,0.30694658,0.30986694,0.2754294,0.26118544
27440,0.08179205,0.21052085,0.21045278,0.21047851,0.21279491,0.21701103,0.1955399,0.1784464
27441,0.100613706,0.26034296,0.2603726,0.26045612,0.26266137,0.268372,0.24554564,0.21899638
27442,0.08743496,0.22816943,0.22809553,0.22816814,0.23044546,0.23925357,0.22151709,0.19325635
